League,League URL,League Avatar,Club,Club URL,Club Avatar,Person,Person URL,Person Avatar,Person Country,Role
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Xabi Alonso,https://www.sofascore.com/manager/xabi-alonso/795501,https://api.sofascore.com/api/v1/manager/795501/image,Spain,Manager
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Florian Wirtz,https://www.sofascore.com/player/florian-wirtz/1019322,https://api.sofascore.com/api/v1/player/1019322/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Victor Okoh Boniface,https://www.sofascore.com/player/victor-okoh-boniface/978521,https://api.sofascore.com/api/v1/player/978521/image,Nigeria,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Amine Adli,https://www.sofascore.com/player/amine-adli/991478,https://api.sofascore.com/api/v1/player/991478/image,Morocco,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Patrik Schick,https://www.sofascore.com/player/patrik-schick/280609,https://api.sofascore.com/api/v1/player/280609/image,Czech Republic,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Adam Hložek,https://www.sofascore.com/player/adam-hlozek/963801,https://api.sofascore.com/api/v1/player/963801/image,Czech Republic,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Granit Xhaka,https://www.sofascore.com/player/granit-xhaka/117777,https://api.sofascore.com/api/v1/player/117777/image,Switzerland,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Exequiel Palacios,https://www.sofascore.com/player/exequiel-palacios/822600,https://api.sofascore.com/api/v1/player/822600/image,Argentina,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Jeremie Frimpong,https://www.sofascore.com/player/jeremie-frimpong/970361,https://api.sofascore.com/api/v1/player/970361/image,Netherlands,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Jonas Hofmann,https://www.sofascore.com/player/jonas-hofmann/142390,https://api.sofascore.com/api/v1/player/142390/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Nathan Tella,https://www.sofascore.com/player/nathan-tella/920379,https://api.sofascore.com/api/v1/player/920379/image,Nigeria,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Gustavo Puerta,https://www.sofascore.com/player/puerta-gustavo/1174889,https://api.sofascore.com/api/v1/player/1174889/image,Colombia,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Nadiem Amiri,https://www.sofascore.com/player/nadiem-amiri/327755,https://api.sofascore.com/api/v1/player/327755/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Robert Andrich,https://www.sofascore.com/player/robert-andrich/168903,https://api.sofascore.com/api/v1/player/168903/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Ayman Aourir,https://www.sofascore.com/player/aourir-ayman/1130660,https://api.sofascore.com/api/v1/player/1130660/image,Morocco,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Edmond Tapsoba,https://www.sofascore.com/player/edmond-tapsoba/883262,https://api.sofascore.com/api/v1/player/883262/image,Burkina Faso,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Josip Stanišić,https://www.sofascore.com/player/josip-stanisic/927407,https://api.sofascore.com/api/v1/player/927407/image,Croatia,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Alejandro Grimaldo,https://www.sofascore.com/player/alejandro-grimaldo/177177,https://api.sofascore.com/api/v1/player/177177/image,Spain,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Piero Hincapié,https://www.sofascore.com/player/piero-hincapie/1002837,https://api.sofascore.com/api/v1/player/1002837/image,Ecuador,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Odilon Kossounou,https://www.sofascore.com/player/odilon-kossounou/973437,https://api.sofascore.com/api/v1/player/973437/image,Ivory Coast,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Jonathan Tah,https://www.sofascore.com/player/jonathan-tah/227672,https://api.sofascore.com/api/v1/player/227672/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Timothy Fosu-Mensah,https://www.sofascore.com/player/timothy-fosu-mensah/795260,https://api.sofascore.com/api/v1/player/795260/image,Netherlands,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Noah Mbamba,https://www.sofascore.com/player/noah-mbamba/1100321,https://api.sofascore.com/api/v1/player/1100321/image,Belgium,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Arthur,https://www.sofascore.com/player/arthur/1174761,https://api.sofascore.com/api/v1/player/1174761/image,Brazil,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Lukáš Hrádecký,https://www.sofascore.com/player/lukas-hradecky/15219,https://api.sofascore.com/api/v1/player/15219/image,Finland,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Matej Kovar,https://www.sofascore.com/player/matej-kovar/927366,https://api.sofascore.com/api/v1/player/927366/image,Czech Republic,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,Bayer 04 Leverkusen,https://www.sofascore.com/team/football/bayer-04-leverkusen/2681,https://api.sofascore.com/api/v1/team/2681/image,Niklas Lomb,https://www.sofascore.com/player/niklas-lomb/142471,https://api.sofascore.com/api/v1/player/142471/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Thomas Tuchel,https://www.sofascore.com/manager/thomas-tuchel/785186,https://api.sofascore.com/api/v1/manager/785186/image,Germany,Manager
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Harry Kane,https://www.sofascore.com/player/harry-kane/108579,https://api.sofascore.com/api/v1/player/108579/image,England,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Eric Maxim Choupo-Moting,https://www.sofascore.com/player/eric-maxim-choupo-moting/21626,https://api.sofascore.com/api/v1/player/21626/image,Cameroon,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Mathys Tel,https://www.sofascore.com/player/mathys-tel/1048888,https://api.sofascore.com/api/v1/player/1048888/image,France,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Leroy Sané,https://www.sofascore.com/player/leroy-sane/293519,https://api.sofascore.com/api/v1/player/293519/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Jamal Musiala,https://www.sofascore.com/player/jamal-musiala/1010231,https://api.sofascore.com/api/v1/player/1010231/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Thomas Müller,https://www.sofascore.com/player/thomas-muller/35166,https://api.sofascore.com/api/v1/player/35166/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Joshua Kimmich,https://www.sofascore.com/player/joshua-kimmich/259117,https://api.sofascore.com/api/v1/player/259117/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Serge Gnabry,https://www.sofascore.com/player/serge-gnabry/187433,https://api.sofascore.com/api/v1/player/187433/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Kingsley Coman,https://www.sofascore.com/player/kingsley-coman/280441,https://api.sofascore.com/api/v1/player/280441/image,France,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Leon Goretzka,https://www.sofascore.com/player/leon-goretzka/184661,https://api.sofascore.com/api/v1/player/184661/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Konrad Laimer,https://www.sofascore.com/player/konrad-laimer/355492,https://api.sofascore.com/api/v1/player/355492/image,Austria,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Aleksandar Pavlović,https://www.sofascore.com/player/aleksandar-pavlovic/1142251,https://api.sofascore.com/api/v1/player/1142251/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Noel Aseko Nkili,https://www.sofascore.com/player/aseko-nkili-noel/1410926,https://api.sofascore.com/api/v1/player/1410926/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Matthijs de Ligt,https://www.sofascore.com/player/matthijs-de-ligt/803031,https://api.sofascore.com/api/v1/player/803031/image,Netherlands,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Alphonso Davies,https://www.sofascore.com/player/alphonso-davies/843665,https://api.sofascore.com/api/v1/player/843665/image,Canada,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Noussair Mazraoui,https://www.sofascore.com/player/noussair-mazraoui/847030,https://api.sofascore.com/api/v1/player/847030/image,Morocco,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Min-jae Kim,https://www.sofascore.com/player/min-jae-kim/896569,https://api.sofascore.com/api/v1/player/896569/image,South Korea,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Dayot Upamecano,https://www.sofascore.com/player/dayot-upamecano/798583,https://api.sofascore.com/api/v1/player/798583/image,France,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Raphaël Guerreiro,https://www.sofascore.com/player/raphael-guerreiro/246999,https://api.sofascore.com/api/v1/player/246999/image,Portugal,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Bouna Sarr,https://www.sofascore.com/player/bouna-sarr/158233,https://api.sofascore.com/api/v1/player/158233/image,Senegal,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Frans Krätzig,https://www.sofascore.com/player/frans-kratzig/1142249,https://api.sofascore.com/api/v1/player/1142249/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Tarek Buchmann,https://www.sofascore.com/player/buchmann-tarek/1153298,https://api.sofascore.com/api/v1/player/1153298/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Luca Denk,https://www.sofascore.com/player/luca-denk/1130988,https://api.sofascore.com/api/v1/player/1130988/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Manuel Neuer,https://www.sofascore.com/player/manuel-neuer/8959,https://api.sofascore.com/api/v1/player/8959/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Sven Ulreich,https://www.sofascore.com/player/sven-ulreich/26768,https://api.sofascore.com/api/v1/player/26768/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Daniel Peretz,https://www.sofascore.com/player/daniel-peretz/1048265,https://api.sofascore.com/api/v1/player/1048265/image,Israel,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,FC Bayern München,https://www.sofascore.com/team/football/fc-bayern-munchen/2672,https://api.sofascore.com/api/v1/team/2672/image,Tom Hülsmann,https://www.sofascore.com/player/tom-hulsmann/1142245,https://api.sofascore.com/api/v1/player/1142245/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,VfB Stuttgart,https://www.sofascore.com/team/football/vfb-stuttgart/2677,https://api.sofascore.com/api/v1/team/2677/image,Sebastian Hoeneß,https://www.sofascore.com/manager/sebastian-hoeness/792136,https://api.sofascore.com/api/v1/manager/792136/image,Germany,Manager
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,VfB Stuttgart,https://www.sofascore.com/team/football/vfb-stuttgart/2677,https://api.sofascore.com/api/v1/team/2677/image,Serhou Guirassy,https://www.sofascore.com/player/serhou-guirassy/328027,https://api.sofascore.com/api/v1/player/328027/image,Guinea,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,VfB Stuttgart,https://www.sofascore.com/team/football/vfb-stuttgart/2677,https://api.sofascore.com/api/v1/team/2677/image,Silas Katompa Mvumpa,https://www.sofascore.com/player/silas-katompa-mvumpa/949062,https://api.sofascore.com/api/v1/player/949062/image,DR Congo,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,VfB Stuttgart,https://www.sofascore.com/team/football/vfb-stuttgart/2677,https://api.sofascore.com/api/v1/team/2677/image,Deniz Undav,https://www.sofascore.com/player/deniz-undav/794298,https://api.sofascore.com/api/v1/player/794298/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,VfB Stuttgart,https://www.sofascore.com/team/football/vfb-stuttgart/2677,https://api.sofascore.com/api/v1/team/2677/image,Jovan Milošević,https://www.sofascore.com/player/jovan-milosevic/1154491,https://api.sofascore.com/api/v1/player/1154491/image,Serbia,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,VfB Stuttgart,https://www.sofascore.com/team/football/vfb-stuttgart/2677,https://api.sofascore.com/api/v1/team/2677/image,Jamie Leweling,https://www.sofascore.com/player/leweling-jamie/990201,https://api.sofascore.com/api/v1/player/990201/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,VfB Stuttgart,https://www.sofascore.com/team/football/vfb-stuttgart/2677,https://api.sofascore.com/api/v1/team/2677/image,Thomas Kastanaras,https://www.sofascore.com/player/thomas-kastanaras/1005996,https://api.sofascore.com/api/v1/player/1005996/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,VfB Stuttgart,https://www.sofascore.com/team/football/vfb-stuttgart/2677,https://api.sofascore.com/api/v1/team/2677/image,Benjamin Boakye,https://www.sofascore.com/player/benjamin-boakye/1536861,https://api.sofascore.com/api/v1/player/1536861/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,VfB Stuttgart,https://www.sofascore.com/team/football/vfb-stuttgart/2677,https://api.sofascore.com/api/v1/team/2677/image,Woo-Yeong Jeong,https://www.sofascore.com/player/woo-yeong-jeong/927405,https://api.sofascore.com/api/v1/player/927405/image,South Korea,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,VfB Stuttgart,https://www.sofascore.com/team/football/vfb-stuttgart/2677,https://api.sofascore.com/api/v1/team/2677/image,Chris Führich,https://www.sofascore.com/player/chris-fuhrich/891510,https://api.sofascore.com/api/v1/player/891510/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,VfB Stuttgart,https://www.sofascore.com/team/football/vfb-stuttgart/2677,https://api.sofascore.com/api/v1/team/2677/image,Enzo Millot,https://www.sofascore.com/player/millot-enzo/957889,https://api.sofascore.com/api/v1/player/957889/image,France,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,VfB Stuttgart,https://www.sofascore.com/team/football/vfb-stuttgart/2677,https://api.sofascore.com/api/v1/team/2677/image,Genki Haraguchi,https://www.sofascore.com/player/genki-haraguchi/48243,https://api.sofascore.com/api/v1/player/48243/image,Japan,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,VfB Stuttgart,https://www.sofascore.com/team/football/vfb-stuttgart/2677,https://api.sofascore.com/api/v1/team/2677/image,Angelo Stiller,https://www.sofascore.com/player/stiller-angelo/901882,https://api.sofascore.com/api/v1/player/901882/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,VfB Stuttgart,https://www.sofascore.com/team/football/vfb-stuttgart/2677,https://api.sofascore.com/api/v1/team/2677/image,Josha Vagnoman,https://www.sofascore.com/player/josha-vagnoman/906278,https://api.sofascore.com/api/v1/player/906278/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,VfB Stuttgart,https://www.sofascore.com/team/football/vfb-stuttgart/2677,https://api.sofascore.com/api/v1/team/2677/image,Atakan Karazor,https://www.sofascore.com/player/atakan-karazor/801030,https://api.sofascore.com/api/v1/player/801030/image,Germany,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,VfB Stuttgart,https://www.sofascore.com/team/football/vfb-stuttgart/2677,https://api.sofascore.com/api/v1/team/2677/image,Nikolas Nartey,https://www.sofascore.com/player/nartey-nikolas/861981,https://api.sofascore.com/api/v1/player/861981/image,Denmark,Player
Bundesliga,https://www.sofascore.com/tournament/football/germany/bundesliga/35,https://api.sofascore.com/api/v1/unique-tournament/35/image/dark,VfB Stuttgart,https://www.sofascore.com/team/football/vfb-stuttgart/2677,https://api.sofascore.com/api/v1/team/2677/image,Roberto Massimo,https://www.sofascore.com/player/roberto-massimo/911956,https://api.sofascore.com/api/v1/player/911956/image,Germany,Player
